XMIN,XMAX,YMIN,YMAX,can_cover,layer,path,top,right,bottom,id,plot_id,57DAS_DAS,fid,left,top_2,right_2,bottom_2,id_2,plot_id_2,25-Jan,,DAS,leaf_angle_DAS,DAS,VLADF_DAS,,Height,leaf_angle_height,VLADF_height,Height,VLADF_height_rounded,,,Height,Leaf_Angle_Height,VLADF_Height,,leaf_angle_DAS,VLADF_DAS,,VLADF (av),,leaf_angle (av),leaf_angle (av in radians),LAI
78.39878765,78.39879662,17.32449245,17.32450142,0.532734375,farm190,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39880965,17.32444368,2,13,101,2,78.39875565,17.32449668,78.39880965,17.32444368,2,13,184,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,2.839088568
78.39878765,78.39879662,17.32449245,17.32450142,0.532734375,farm190,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39880965,17.32449668,1,18,101,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,84.8,,,,,,,,,,,,,,0.8,31.33559615,1.6,,31.29165804,2.43,,2.015,,31.3136271,0.54674587,2.0647021
78.39879668,78.39880565,17.32449245,17.32450142,0.515351563,farm191,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39880965,17.32444368,2,13,101,2,78.39875565,17.32449668,78.39880965,17.32444368,2,13,184,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,2.746450761
78.39879668,78.39880565,17.32449245,17.32450142,0.515351563,farm191,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39880965,17.32449668,1,18,101,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,84.8,,,,,,,,,,,,,,0.8,31.33559615,1.6,,31.29165804,2.43,,2.015,,31.3136271,0.54674587,1.997332072
78.39880565,78.39881461,17.32449245,17.32450142,0.4009375,farm192,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39880965,17.32444368,2,13,101,2,78.39875565,17.32449668,78.39880965,17.32444368,2,13,184,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,2.136706633
78.39880565,78.39881461,17.32449245,17.32450142,0.4009375,farm192,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39880965,17.32449668,1,18,101,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,84.8,,,,,,,,,,,,,,0.8,31.33559615,1.6,,31.29165804,2.43,,2.015,,31.3136271,0.54674587,1.553901038
78.39881467,78.39882364,17.32449245,17.32450142,0.507109375,farm193,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,2.172912715
78.39881467,78.39882364,17.32449245,17.32450142,0.507109375,farm193,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39880965,17.32444368,2,13,101,2,78.39875565,17.32449668,78.39880965,17.32444368,2,13,184,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,2.702525868
78.39881467,78.39882364,17.32449245,17.32450142,0.507109375,farm193,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39880965,17.32449668,1,18,101,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,84.8,,,,,,,,,,,,,,0.8,31.33559615,1.6,,31.29165804,2.43,,2.015,,31.3136271,0.54674587,1.965388082
78.39881467,78.39882364,17.32449245,17.32450142,0.507109375,farm193,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,2.543005175
78.39882364,78.39883261,17.32449245,17.32450142,0.41796875,farm194,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,1.790954094
78.39882364,78.39883261,17.32449245,17.32450142,0.41796875,farm194,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,2.095991016
78.39883266,78.39884163,17.32449245,17.32450142,0.444023438,farm195,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,1.902595812
78.39883266,78.39884163,17.32449245,17.32450142,0.444023438,farm195,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,2.226647653
78.39884163,78.3988506,17.32449245,17.32450142,0.433945313,farm196,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,1.859412059
78.39884163,78.3988506,17.32449245,17.32450142,0.433945313,farm196,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,2.176108804
78.3988506,78.39885957,17.32449245,17.32450142,0.340625,farm197,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,1.459543897
78.3988506,78.39885957,17.32449245,17.32450142,0.340625,farm197,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.708134735
78.39885962,78.39886859,17.32449245,17.32450142,0.167148438,farm198,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,0.716214259
78.39885962,78.39886859,17.32449245,17.32450142,0.167148438,farm198,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,0.83820052
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.604706393
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.604706393
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,1.371167845
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,,,,,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,1.371167845
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,16,78.39886365,17.32449668,78.39891765,17.32444368,16,15,180.6,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,1.70536835
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39891765,17.32444368,16,15,101,16,78.39886365,17.32449668,78.39891765,17.32444368,16,15,180.6,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,1.70536835
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39886365,17.32444368,9,14,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.604706393
78.39886859,78.39887756,17.32449245,17.32450142,0.32,farm199,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39891765,17.32444368,16,15,101,9,78.39880965,17.32449668,78.39886365,17.32444368,9,14,170.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.604706393
78.39887762,78.39888658,17.32449245,17.32450142,0.358867188,farm200,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.799613969
78.39887762,78.39888658,17.32449245,17.32450142,0.358867188,farm200,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39891765,17.32444368,16,15,101,16,78.39886365,17.32449668,78.39891765,17.32444368,16,15,180.6,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,1.912502323
78.39888658,78.39889555,17.32449245,17.32450142,0.387226563,farm201,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.941827939
78.39888658,78.39889555,17.32449245,17.32450142,0.387226563,farm201,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39891765,17.32444368,16,15,101,16,78.39886365,17.32449668,78.39891765,17.32444368,16,15,180.6,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,2.063637262
78.39889561,78.39890458,17.32449245,17.32450142,0.35578125,farm202,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.784138895
78.39889561,78.39890458,17.32449245,17.32450142,0.35578125,farm202,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39891765,17.32444368,16,15,101,16,78.39886365,17.32449668,78.39891765,17.32444368,16,15,180.6,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,1.89605651
78.39890458,78.39891355,17.32449245,17.32450142,0.158632813,farm203,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,0.795497151
78.39890458,78.39891355,17.32449245,17.32450142,0.158632813,farm203,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39891765,17.32444368,16,15,101,16,78.39886365,17.32449668,78.39891765,17.32444368,16,15,180.6,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,0.845398055
78.3989136,78.39892257,17.32449245,17.32450142,0.073476563,farm204,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,0.368463467
78.3989136,78.39892257,17.32449245,17.32450142,0.073476563,farm204,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32449668,78.39891765,17.32444368,16,15,101,16,78.39886365,17.32449668,78.39891765,17.32444368,16,15,180.6,,,,,,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,0.391576888
78.39892257,78.39893154,17.32449245,17.32450142,0.2925,farm205,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39891765,17.32449668,15,16,101,15,78.39886365,17.32454968,78.39891765,17.32449668,15,16,165.4,,,,,,,,,,,,,,1.7,28.8859788,2.6,,31.29165804,2.43,,2.515,,30.08881842,0.525360322,1.466801937
